RespNum,sys_InternalRespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,quota,consent_1,consent2_1,consent3_1,pastbuyer,futurebuyer,primarybuyer,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,Topcarsmall_1,Topcarsmall_2,Topcarsmall_3,Topcarsmall_4,Topcarsmall_5,Topcarsmall_6,Topcarsmall_7,Topcarsmall_8,Topcarmid_1,Topcarmid_2,Topcarmid_3,Topcarmid_4,Topcarmid_5,Topcarmid_6,Topcarmid_7,Topcarmid_8,Topcarlarge_1,Topcarlarge_2,Topcarlarge_3,Topcarlarge_4,Topcarlarge_5,Topcarlarge_6,Topcarlarge_7,Topcarlarge_8,CBCFIX1,CBCRAN1,CBCRAN2,CBCRAN3,CBCRAN4,CBCRAN5,CBCRAN6,CBCRAN7,CBCRAN8,CBCRAN9,CBCRAN10,CBCRAN11,CBCRAN12,CBCRAN13,CBCRAN14,CBCRAN15,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,comments,sys_RespStatus,sys_DispositionCode,sys_CBCVersion_CBC,sys_UserAgent,sys_Browser,sys_OperatingSystem,sys_IPAddress,sys_UserJavaScript,SUVbuyer,shanghai,shenzhen,chengdu
630,824718,2012-8-9 04:43,2012-8-9 04:55,670,6,1,1,1,1,3,3,NA,NA,1,9,15,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,1,2,2,3,3,1,1,2,3,1,4,5,5,5,4,3,2,2,5,5,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,3,20,17,5,1,9,2,3,50,NA,3,1,1,无,5,NA,997,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
631,837668,2012-8-11 08:36,2012-8-11 08:46,599,5,1,1,1,1,3,1,NA,NA,1,9,15,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,1,3,3,3,1,1,2,1,2,2,1,3,3,4,5,5,4,3,3,2,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,2,19,4,1,19,2,3,44,NA,5,1,1,无,5,NA,754,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
632,872887,2012-8-10 06:29,2012-8-10 06:45,969,5,1,1,1,1,3,1,NA,NA,2,2,2,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,1,1,2,3,1,3,1,1,1,3,1,3,3,2,5,5,2,4,4,4,5,4,1,0,0,0,0,0,2,3,0,0,0,2,0,0,0,3,16,2,4,5,10,1,4,49,NA,2,1,1,无,5,NA,425,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
633,873024,2012-8-10 10:32,2012-8-10 10:41,538,2,1,1,1,2,3,3,11,瑞纳,2,6,8,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,2,2,2,2,2,1,2,3,3,2,2,3,2,4,5,3,4,4,3,5,4,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,2,14,13,2,5,10,1,4,47,NA,1,1,2,无,5,NA,522,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
634,880513,2012-8-11 03:43,2012-8-11 03:51,467,6,1,1,1,1,3,3,NA,NA,1,9,15,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,3,3,1,1,3,2,3,1,2,1,5,4,5,5,4,5,3,4,3,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,4,20,22,4,9,1,3,30,NA,3,2,6,没有,5,NA,375,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
635,908167,2012-8-10 05:51,2012-8-10 06:01,573,2,1,1,1,2,3,3,28,s600,3,2,2,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,1,3,2,2,1,1,2,2,3,2,2,3,3,3,3,3,4,3,3,4,4,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,3,9,19,10,2,19,1,4,48,NA,2,7,6,无,5,NA,137,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
636,951188,2012-8-9 09:37,2012-8-9 09:46,573,5,1,1,1,1,3,1,1,NA,1,9,15,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,3,2,3,3,2,1,2,2,2,2,5,5,5,4,3,4,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,1,2,6,1,19,1,2,48,NA,5,7,6,对本次 调查不明白有什么作用！,5,NA,883,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
637,968821,2012-8-11 08:06,2012-8-11 08:25,1109,3,1,1,1,1,2,1,NA,NA,1,9,15,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,3,1,2,2,2,2,1,1,2,1,1,1,5,2,5,5,3,5,4,5,5,4,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,22,20,27,4,3,1,3,42,NA,2,1,1,无,5,NA,985,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
638,1016724,2012-8-9 07:35,2012-8-9 07:45,580,2,1,1,1,2,3,3,2,a4l,3,3,4,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,1,2,1,1,3,2,2,3,3,1,2,5,4,5,5,5,5,3,3,4,5,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,1,2,4,3,9,2,4,47,NA,3,1,2,无,5,NA,217,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
639,1144795,2012-8-10 09:30,2012-8-10 09:41,671,5,1,1,1,1,3,1,NA,NA,1,9,15,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,3,3,2,2,3,3,3,3,3,2,2,3,4,2,5,5,5,5,3,4,5,5,1,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,2,4,20,5,9,2,3,47,NA,5,1,1,无,5,NA,744,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
640,1191433,2012-8-11 09:16,2012-8-11 09:32,955,1,1,1,1,2,3,1,21,polo,2,7,8,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,1,2,1,2,2,1,3,1,1,3,3,4,4,5,5,3,3,2,4,5,5,1,0,0,0,0,1,2,3,4,0,1,2,3,4,0,3,37,56,22,5,7,1,2,43,NA,8,1,6,无,5,NA,320,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
641,1231126,2012-8-11 02:56,2012-8-11 03:11,900,6,1,1,1,1,3,3,NA,NA,1,9,15,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,3,3,2,2,2,3,1,2,1,3,3,5,4,5,5,5,4,4,3,4,5,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,3,19,10,5,9,2,4,49,NA,5,1,1,无,5,NA,447,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
642,1245190,2012-8-9 03:32,2012-8-9 03:44,759,4,1,1,1,1,2,3,NA,NA,1,9,15,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,3,3,3,3,2,3,2,1,1,2,3,1,2,4,4,5,5,5,3,4,4,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,5,3,2,3,1,5,14,2,2,51,NA,2,1,1,没得意见 可以,5,NA,748,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
643,1286656,2012-8-9 02:25,2012-8-9 02:38,777,5,1,1,1,1,3,1,NA,NA,1,9,15,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,3,1,3,1,3,1,1,1,3,1,4,3,5,5,3,4,4,3,4,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,19,8,23,3,7,1,6,46,NA,5,1,1,无,5,NA,629,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
644,1295121,2012-8-9 02:43,2012-8-9 02:52,537,3,1,1,1,1,2,1,NA,NA,1,9,15,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,3,1,3,3,3,3,3,1,3,3,2,3,4,2,5,5,3,5,3,4,3,4,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,1,49,7,5,8,1,4,49,NA,1,1,1,NA,5,NA,928,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
645,1324889,2012-8-11 02:33,2012-8-11 02:42,562,5,1,1,1,1,3,1,NA,NA,1,9,15,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,2,1,1,1,2,3,3,2,3,3,3,4,3,5,5,3,4,3,4,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,22,5,10,5,8,1,3,39,NA,5,2,2,无,5,NA,695,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
646,1326430,2012-8-10 03:24,2012-8-10 03:36,672,5,1,1,1,3,3,1,67,金刚,2,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,1,1,3,3,3,1,1,1,2,3,1,1,4,1,5,5,2,3,3,4,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,1,5,7,2,8,1,2,42,610041,5,1,2,选项太多了,5,NA,547,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
647,1331364,2012-8-9 02:10,2012-8-9 02:21,637,3,1,1,1,1,2,1,NA,NA,1,9,15,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,3,1,2,3,1,3,3,3,1,3,1,NA,2,3,3,1,5,5,2,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,5,30,22,5,8,1,1,42,NA,3,1,1,无,5,NA,74,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
648,1331743,2012-8-11 06:27,2012-8-11 06:37,586,4,1,1,1,1,2,3,NA,NA,1,9,15,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,3,3,3,3,2,2,1,3,2,3,2,3,4,3,5,5,4,5,4,4,5,5,1,0,0,0,0,1,2,0,0,0,0,0,3,0,0,3,7,22,20,5,11,1,3,19,NA,1,2,2,没有意见！,5,NA,353,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
649,1367024,2012-8-11 06:08,2012-8-11 06:20,734,6,1,1,1,1,3,3,NA,NA,1,9,15,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,2,2,1,1,3,1,2,1,2,3,3,3,1,3,NA,5,5,3,3,5,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,2,10,40,5,8,2,3,33,NA,1,2,2,无,5,NA,66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
650,1481742,2012-8-10 02:34,2012-8-10 02:48,854,6,1,1,1,1,3,3,NA,NA,1,9,15,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,2,3,1,1,1,2,2,1,1,3,2,2,4,5,5,2,5,3,2,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,9,19,1,1,3,1,2,47,NA,1,1,1,无,5,NA,300,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
651,1569836,2012-8-11 03:12,2012-8-11 03:26,872,6,1,1,1,1,3,3,NA,NA,3,9,15,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,3,2,3,2,3,1,2,2,2,3,1,3,2,5,5,5,5,5,5,3,4,0,0,0,4,0,0,2,0,0,0,0,0,3,0,0,3,3,19,4,1,16,1,1,51,NA,1,1,1,没有,5,NA,756,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
652,1601197,2012-8-10 08:03,2012-8-10 08:21,1102,5,1,1,1,1,3,1,NA,NA,2,9,15,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,3,1,2,2,1,2,2,3,3,3,2,3,2,5,5,3,4,4,3,4,4,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,3,11,1,6,5,6,1,4,50,NA,5,1,1,无,5,NA,417,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
653,1604178,2012-8-11 05:20,2012-8-11 05:30,576,5,1,1,1,1,3,1,NA,NA,1,9,15,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,1,2,3,3,2,3,2,3,2,3,3,3,4,5,5,5,4,5,4,4,4,5,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2,1,22,25,2,12,2,2,46,NA,5,1,1,没有！,5,NA,50,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
654,554275,2012-8-11 03:22,2012-8-11 03:32,570,3,1,1,1,1,2,1,23,S6,4,5,2,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,2,2,2,2,2,3,3,1,3,3,3,3,2,4,5,3,4,4,4,5,5,0,0,0,4,0,0,0,0,4,0,1,2,3,0,0,3,22,10,20,4,1,2,5,42,610043,1,2,2,无,5,NA,474,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727;  QIHU 360EE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,1
655,598234,2012-8-11 06:29,2012-8-11 06:38,534,1,1,1,1,2,1,1,8,NA,3,9,13,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,1,2,3,1,2,1,2,1,3,2,2,1,5,4,5,5,5,4,4,4,4,4,1,2,0,0,0,1,2,0,0,0,1,2,3,0,0,1,1,6,7,5,13,1,8,NA,NA,8,7,6,无,5,NA,639,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727;  QIHU 360EE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,1
656,722912,2012-8-11 05:26,2012-8-11 05:37,674,6,1,1,1,1,3,3,NA,NA,1,10,16,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,3,2,2,1,3,2,3,3,2,2,2,1,4,4,5,5,4,4,3,4,4,5,0,0,0,0,5,0,2,0,0,0,1,2,3,4,0,3,5,7,3,5,19,2,8,NA,NA,NA,7,6,无,5,NA,492,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727;  QIHU 360EE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,1
657,743753,2012-8-11 09:03,2012-8-11 09:11,455,6,1,1,1,1,3,3,NA,NA,1,10,16,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,1,1,2,3,3,1,1,1,2,3,1,3,4,5,5,4,3,3,3,5,5,1,0,0,0,0,1,2,0,0,0,0,2,3,4,0,3,1,5,20,3,19,2,5,NA,NA,8,1,6,问卷稍长，被访者没有耐性答完,5,NA,394,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727;  QIHU 360EE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,1
658,778204,2012-8-11 08:41,2012-8-11 08:51,616,5,1,1,1,1,3,1,NA,NA,1,10,16,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,3,2,1,2,3,1,2,1,2,2,2,2,4,3,5,5,3,3,3,4,3,4,1,0,0,0,0,0,2,0,0,0,0,2,3,0,0,2,21,21,21,2,7,1,3,38,NA,4,2,2,无,5,NA,506,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727;  QIHU 360EE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,1
659,964114,2012-8-11 02:25,2012-8-11 02:34,521,2,1,1,1,2,1,3,45,NA,2,2,15,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,2,3,3,2,2,3,3,3,1,1,2,3,2,3,4,5,3,4,3,2,1,4,0,2,0,0,0,0,0,0,4,0,1,0,0,4,0,3,13,20,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,626,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727;  QIHU 360EE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,1
660,966076,2012-8-11 09:25,2012-8-11 09:33,468,1,1,1,1,2,1,1,20,凯美瑞,2,9,10,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,2,1,1,1,1,1,3,2,3,3,5,3,5,5,4,4,3,3,4,4,1,2,0,0,0,0,2,0,4,0,1,2,3,0,0,3,19,21,9,2,19,1,3,41,610101,5,7,1,无,5,NA,519,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727;  QIHU 360EE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,1
661,1006808,2012-8-11 03:10,2012-8-11 03:20,595,5,1,1,1,1,3,1,NA,NA,1,10,16,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,1,2,1,3,2,1,1,2,3,1,3,5,5,3,3,4,4,5,3,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,1,22,10,9,3,2,1,6,53,NA,2,1,1,无,5,NA,136,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727;  QIHU 360EE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,1
